771.850	12
771.866	16
771.883	13
771.899	14
771.915	19
771.931	17
771.947	18
771.964	19
771.980	11
771.996	13
772.012	7
772.028	12
772.045	9
772.061	10
772.077	11
772.093	22
772.109	25
772.126	13
772.142	10
772.158	19
772.174	8
772.190	9
772.206	8
772.223	13
772.239	12
772.255	14
772.271	17
772.287	8
772.304	17
772.320	5
772.336	15
772.352	16
772.368	16
772.384	11
772.401	8
772.417	14
772.433	14
772.449	14
772.465	13
772.482	7
772.498	10
772.514	13
772.530	16
772.546	25
772.562	25
772.579	15
772.595	11
772.611	9
772.627	15
772.643	16
772.659	10
772.675	15
772.692	5
772.708	6
772.724	10
772.740	15
772.756	10
772.772	10
772.789	10
772.805	12
772.821	10
772.837	14
772.853	10
772.869	14
772.885	9
772.902	6
772.918	13
772.934	16
772.950	12
772.966	12
772.982	12
772.998	7
773.015	9
773.031	12
773.047	17
773.063	20
773.079	8
773.095	16
773.111	5
773.127	21
773.144	14
773.160	13
773.176	15
773.192	9
773.208	13
773.224	7
773.240	8
773.256	20
773.272	10
773.289	12
773.305	11
773.321	16
773.337	15
773.353	5
773.369	8
773.385	12
773.401	11
773.417	17
773.434	7
773.450	9
773.466	11
773.482	16
773.498	19
773.514	25
773.530	15
773.546	24
773.562	13
773.579	15
773.595	9
773.611	9
773.627	13
773.643	16
773.659	14
773.675	7
773.691	13
773.707	11
773.723	1
773.739	19
773.755	19
773.772	13
773.788	8
773.804	6
773.820	11
773.836	10
773.852	14
773.868	10
773.884	12
773.900	18
773.916	16
773.932	12
773.948	19
773.964	18
773.981	4
773.997	17
774.013	20
774.029	6
774.045	5
774.061	12
774.077	9
774.093	17
774.109	9
774.125	14
774.141	17
774.157	8
774.173	8
774.189	11
774.205	2
774.221	8
774.237	8
774.254	4
774.270	11
774.286	13
774.302	13
774.318	14
774.334	12
774.350	13
774.366	14
774.382	14
774.398	10
774.414	5
774.430	9
774.446	13
774.462	11
774.478	18
774.494	12
774.510	17
774.526	9
774.542	7
774.558	13
774.574	8
774.590	4
774.606	8
774.622	14
774.638	15
774.654	5
774.670	10
774.686	13
774.702	14
774.719	5
774.735	11
774.751	11
774.767	11
774.783	13
774.799	12
774.815	13
774.831	16
774.847	13
774.863	16
774.879	11
774.895	11
774.911	13
774.927	9
774.943	10
774.959	8
774.975	15
774.991	17
775.007	16
775.023	13
775.039	8
775.055	16
775.071	16
775.087	6
775.103	16
775.119	13
775.135	15
775.151	14
775.167	12
775.183	16
775.199	23
775.215	15
775.231	10
775.247	14
775.262	14
775.278	15
775.294	13
775.310	7
775.326	8
775.342	7
775.358	16
775.374	11
775.390	12
775.406	14
775.422	12
775.438	16
775.454	20
775.470	15
775.486	12
775.502	18
775.518	13
775.534	17
775.550	12
775.566	7
775.582	11
775.598	13
775.614	5
775.630	13
775.646	17
775.662	14
775.678	8
775.694	14
775.710	7
775.725	13
775.741	13
775.757	10
775.773	14
775.789	15
775.805	15
775.821	6
775.837	6
775.853	7
775.869	11
775.885	21
775.901	15
775.917	8
775.933	14
775.949	12
775.965	18
775.981	4
775.996	8
776.012	8
776.028	10
776.044	11
776.060	7
776.076	8
776.092	16
776.108	7
776.124	14
776.140	15
776.156	14
776.172	9
776.188	2
776.203	13
776.219	12
776.235	16
776.251	16
776.267	6
776.283	13
776.299	13
776.315	13
776.331	14
776.347	15
776.363	19
776.378	18
776.394	12
776.410	10
776.426	4
776.442	11
776.458	6
776.474	16
776.490	12
776.506	8
776.522	16
776.537	10
776.553	14
776.569	11
776.585	13
776.601	13
776.617	10
776.633	13
776.649	10
776.665	18
776.680	6
776.696	3
776.712	16
776.728	13
776.744	14
776.760	18
776.776	10
776.792	6
776.808	10
776.823	13
776.839	8
776.855	16
776.871	11
776.887	13
776.903	19
776.919	11
776.934	13
776.950	11
776.966	17
776.982	5
776.998	7
777.014	6
777.030	17
777.046	6
777.061	8
777.077	12
777.093	12
777.109	19
777.125	13
777.141	13
777.157	13
777.172	11
777.188	10
777.204	12
777.220	19
777.236	13
777.252	12
777.267	18
777.283	7
777.299	6
777.315	21
777.331	23
777.347	29
777.362	16
777.378	19
777.394	18
777.410	22
777.426	11
777.442	21
777.457	14
777.473	8
777.489	16
777.505	16
777.521	11
777.537	7
777.552	22
777.568	12
777.584	11
777.600	13
777.616	10
777.632	4
777.647	5
777.663	15
777.679	16
777.695	11
777.711	9
777.726	18
777.742	22
777.758	21
777.774	25
777.790	15
777.806	24
777.821	6
777.837	14
777.853	13
777.869	17
777.885	25
777.900	14
777.916	8
777.932	21
