771.850	12
771.866	9
771.883	1
771.899	14
771.915	10
771.931	15
771.947	13
771.964	22
771.980	13
771.996	8
772.012	8
772.028	9
772.045	9
772.061	11
772.077	1
772.093	19
772.109	7
772.126	14
772.142	9
772.158	16
772.174	9
772.190	12
772.206	16
772.223	8
772.239	12
772.255	9
772.271	12
772.287	6
772.304	14
772.320	1
772.336	13
772.352	10
772.368	8
772.384	12
772.401	10
772.417	13
772.433	16
772.449	10
772.465	2
772.482	9
772.498	8
772.514	12
772.530	13
772.546	19
772.562	21
772.579	18
772.595	13
772.611	12
772.627	9
772.643	11
772.659	4
772.675	12
772.692	5
772.708	2
772.724	17
772.740	4
772.756	4
772.772	12
772.789	10
772.805	6
772.821	15
772.837	11
772.853	11
772.869	10
772.885	5
772.902	6
772.918	17
772.934	9
772.950	21
772.966	12
772.982	16
772.998	7
773.015	6
773.031	9
773.047	9
773.063	18
773.079	6
773.095	19
773.111	7
773.127	9
773.144	17
773.160	15
773.176	11
773.192	4
773.208	7
773.224	11
773.240	12
773.256	10
773.272	10
773.289	8
773.305	13
773.321	15
773.337	11
773.353	2
773.369	4
773.385	12
773.401	12
773.417	9
773.434	11
773.450	10
773.466	16
773.482	21
773.498	18
773.514	16
773.530	8
773.546	22
773.562	12
773.579	16
773.595	9
773.611	12
773.627	14
773.643	14
773.659	9
773.675	13
773.691	10
773.707	14
773.723	3
773.739	10
773.755	17
773.772	4
773.788	9
773.804	8
773.820	10
773.836	10
773.852	18
773.868	9
773.884	9
773.900	13
773.916	20
773.932	11
773.948	18
773.964	15
773.981	12
773.997	8
774.013	18
774.029	2
774.045	10
774.061	14
774.077	10
774.093	10
774.109	17
774.125	10
774.141	4
774.157	-1
774.173	3
774.189	7
774.205	12
774.221	9
774.237	8
774.254	0
774.270	16
774.286	15
774.302	9
774.318	10
774.334	9
774.350	20
774.366	17
774.382	11
774.398	4
774.414	6
774.430	6
774.446	12
774.462	5
774.478	15
774.494	15
774.510	16
774.526	11
774.542	5
774.558	11
774.574	5
774.590	7
774.606	1
774.622	7
774.638	9
774.654	6
774.670	7
774.686	5
774.702	10
774.719	7
774.735	10
774.751	8
774.767	11
774.783	14
774.799	10
774.815	9
774.831	11
774.847	21
774.863	5
774.879	1
774.895	13
774.911	8
774.927	13
774.943	8
774.959	15
774.975	12
774.991	11
775.007	13
775.023	13
775.039	12
775.055	9
775.071	8
775.087	3
775.103	13
775.119	12
775.135	7
775.151	14
775.167	18
775.183	13
775.199	16
775.215	14
775.231	2
775.247	16
775.262	12
775.278	16
775.294	9
775.310	4
775.326	5
775.342	12
775.358	13
775.374	5
775.390	5
775.406	11
775.422	9
775.438	11
775.454	17
775.470	13
775.486	2
775.502	11
775.518	13
775.534	13
775.550	16
775.566	12
775.582	10
775.598	9
775.614	5
775.630	12
775.646	14
775.662	11
775.678	6
775.694	6
775.710	8
775.725	12
775.741	14
775.757	6
775.773	6
775.789	13
775.805	19
775.821	1
775.837	5
775.853	-1
775.869	5
775.885	16
775.901	10
775.917	7
775.933	16
775.949	10
775.965	10
775.981	8
775.996	4
776.012	7
776.028	10
776.044	11
776.060	8
776.076	6
776.092	7
776.108	1
776.124	11
776.140	9
776.156	16
776.172	10
776.188	8
776.203	10
776.219	4
776.235	22
776.251	9
776.267	13
776.283	9
776.299	12
776.315	12
776.331	17
776.347	7
776.363	14
776.378	12
776.394	15
776.410	13
776.426	9
776.442	9
776.458	10
776.474	14
776.490	7
776.506	12
776.522	10
776.537	2
776.553	12
776.569	9
776.585	9
776.601	15
776.617	7
776.633	4
776.649	11
776.665	12
776.680	8
776.696	8
776.712	11
776.728	13
776.744	17
776.760	16
776.776	18
776.792	3
776.808	8
776.823	9
776.839	10
776.855	10
776.871	5
776.887	14
776.903	12
776.919	18
776.934	11
776.950	15
776.966	14
776.982	8
776.998	10
777.014	13
777.030	13
777.046	11
777.061	8
777.077	13
777.093	7
777.109	17
777.125	13
777.141	18
777.157	12
777.172	9
777.188	9
777.204	7
777.220	20
777.236	10
777.252	13
777.267	13
777.283	9
777.299	10
777.315	22
777.331	26
777.347	25
777.362	11
777.378	23
777.394	15
777.410	19
777.426	10
777.442	12
777.457	19
777.473	4
777.489	7
777.505	10
777.521	7
777.537	5
777.552	21
777.568	8
777.584	7
777.600	14
777.616	8
777.632	11
777.647	8
777.663	9
777.679	10
777.695	10
777.711	13
777.726	12
777.742	11
777.758	15
777.774	20
777.790	17
777.806	13
777.821	5
777.837	6
777.853	12
777.869	18
777.885	15
777.900	13
777.916	11
777.932	13
777.948	15
777.964	17
777.979	16
777.995	14
778.011	12
778.027	7
778.042	9
778.058	10
778.074	10
778.090	8
778.106	7
778.121	9
778.137	13
778.153	7
778.169	12
778.185	5
778.200	8
778.216	9
778.232	9
778.248	18
778.263	11
778.279	5
778.295	1
778.311	5
778.327	8
778.342	7
778.358	10
778.374	12
778.390	6
778.405	9
778.421	15
778.437	10
778.453	11
778.468	14
778.484	4
778.500	8
778.516	9
778.531	8
778.547	5
778.563	10
778.579	11
778.594	11
778.610	13
778.626	7
778.642	9
778.658	12
778.673	9
778.689	7
778.705	14
778.720	8
778.736	14
778.752	15
778.768	6
778.783	4
778.799	14
778.815	12
778.831	19
778.846	16
778.862	12
778.878	12
778.894	13
778.909	12
778.925	14
778.941	9
778.957	15
778.972	8
778.988	13
779.004	5
779.019	6
779.035	12
779.051	22
779.067	16
779.082	10
779.098	9
779.114	16
779.129	6
779.145	19
779.161	14
779.177	13
779.192	12
779.208	12
779.224	16
779.239	16
779.255	2
779.271	15
779.287	15
779.302	8
779.318	10
779.334	5
779.349	7
779.365	10
779.381	2
779.396	5
779.412	8
779.428	8
779.444	6
779.459	15
779.475	5
779.491	3
779.506	7
779.522	6
779.538	6
779.553	17
779.569	5
779.585	16
779.600	13
779.616	5
779.632	5
779.647	7
779.663	12
779.679	22
779.695	14
779.710	5
779.726	6
779.742	18
779.757	9
779.773	18
779.789	15
779.804	9
779.820	19
779.836	22
779.851	11
779.867	13
779.883	9
779.898	10
779.914	6
779.930	9
779.945	7
779.961	6
779.977	13
779.992	13
780.008	11
780.023	3
780.039	8
780.055	16
780.070	6
780.086	-2
780.102	12
780.117	0
780.133	7
780.149	11
780.164	15
780.180	2
780.196	6
780.211	9
780.227	15
780.243	5
780.258	12
780.274	13
780.289	16
780.305	15
780.321	10
780.336	2
780.352	6
780.368	6
780.383	5
780.399	9
780.414	8
780.430	12
780.446	12
780.461	9
780.477	5
780.493	9
780.508	3
780.524	7
780.539	7
780.555	7
780.571	7
780.586	5
780.602	12
780.618	20
780.633	11
780.649	14
780.664	11
780.680	9
780.696	11
780.711	8
780.727	14
780.742	10
780.758	20
780.774	12
780.789	11
780.805	10
780.820	9
780.836	6
780.852	10
780.867	7
780.883	12
780.898	11
780.914	7
780.930	13
780.945	9
780.961	14
780.976	11
780.992	5
781.008	16
781.023	6
781.039	6
781.054	11
781.070	13
781.085	8
781.101	5
781.117	21
781.132	16
781.148	8
781.163	11
781.179	19
781.194	13
781.210	8
781.226	11
781.241	7
781.257	6
781.272	8
