771.850	0
771.866	1
771.883	-8
771.899	1
771.915	4
771.931	0
771.947	0
771.964	3
771.980	3
771.996	-2
772.012	3
772.028	0
772.045	1
772.061	9
772.077	5
772.093	-2
772.109	-1
772.126	4
772.142	-2
772.158	-1
772.174	2
772.190	-2
772.206	-1
772.223	4
772.239	2
772.255	0
772.271	4
772.287	3
772.304	8
772.320	-11
772.336	-2
772.352	9
772.368	5
772.384	0
772.401	1
772.417	2
772.433	0
772.449	-2
772.465	4
772.482	8
772.498	-4
772.514	-2
772.530	7
772.546	6
772.562	10
772.579	7
772.595	-4
772.611	5
772.627	11
772.643	0
772.659	3
772.675	0
772.692	-5
772.708	0
772.724	8
772.740	3
772.756	3
772.772	2
772.789	2
772.805	1
772.821	-1
772.837	0
772.853	-1
772.869	-3
772.885	-5
772.902	-4
772.918	1
772.934	5
772.950	-3
772.966	0
772.982	3
772.998	-4
773.015	-8
773.031	-1
773.047	7
773.063	7
773.079	-2
773.095	4
773.111	1
773.127	9
773.144	4
773.160	3
773.176	-1
773.192	-3
773.208	2
773.224	-4
773.240	1
773.256	8
773.272	4
773.289	4
773.305	8
773.321	4
773.337	12
773.353	-6
773.369	6
773.385	-2
773.401	3
773.417	6
773.434	-1
773.450	-3
773.466	-1
773.482	1
773.498	-2
773.514	-1
773.530	-6
773.546	4
773.562	-4
773.579	-2
773.595	-7
773.611	-2
773.627	6
773.643	3
773.659	0
773.675	5
773.691	0
773.707	-5
773.723	-3
773.739	-1
773.755	4
773.772	-3
773.788	2
773.804	-1
773.820	-1
773.836	-1
773.852	5
773.868	-2
773.884	2
773.900	12
773.916	4
773.932	-3
773.948	6
773.964	5
773.981	-4
773.997	6
774.013	6
774.029	-1
774.045	-2
774.061	7
774.077	5
774.093	10
774.109	2
774.125	7
774.141	4
774.157	-11
774.173	-2
774.189	2
774.205	1
774.221	-2
774.237	4
774.254	-4
774.270	4
774.286	3
774.302	-1
774.318	4
774.334	-6
774.350	1
774.366	5
774.382	-1
774.398	1
774.414	-1
774.430	2
774.446	1
774.462	-3
774.478	10
774.494	4
774.510	8
774.526	2
774.542	5
774.558	3
774.574	1
774.590	-3
774.606	7
774.622	1
774.638	4
774.654	-8
774.670	-1
774.686	-1
774.702	-1
774.719	-1
774.735	0
774.751	-1
774.767	-2
774.783	6
774.799	0
774.815	6
774.831	6
774.847	5
774.863	-1
774.879	-3
774.895	-1
774.911	0
774.927	1
774.943	1
774.959	2
774.975	6
774.991	2
775.007	-1
775.023	-1
775.039	0
775.055	6
775.071	0
775.087	1
775.103	9
775.119	5
775.135	-5
775.151	0
775.167	0
775.183	8
775.199	3
775.215	1
775.231	-8
775.247	6
775.262	3
775.278	2
775.294	1
775.310	-5
775.326	-2
775.342	-1
775.358	4
775.374	-9
775.390	-1
775.406	4
775.422	-3
775.438	0
775.454	-1
775.470	-3
775.486	-1
775.502	0
775.518	3
775.534	6
775.550	-2
775.566	0
775.582	3
775.598	2
775.614	-3
775.630	-1
775.646	5
775.662	4
775.678	-5
775.694	1
775.710	2
775.725	-1
775.741	2
775.757	-5
775.773	1
775.789	8
775.805	7
775.821	3
775.837	-4
775.853	-6
775.869	-4
775.885	2
775.901	6
775.917	-1
775.933	5
775.949	6
775.965	3
775.981	2
775.996	-2
776.012	0
776.028	3
776.044	3
776.060	3
776.076	1
776.092	5
776.108	-5
776.124	3
776.140	6
776.156	8
776.172	-5
776.188	-2
776.203	3
776.219	4
776.235	5
776.251	2
776.267	6
776.283	1
776.299	6
776.315	6
776.331	2
776.347	4
776.363	0
776.378	1
776.394	5
776.410	1
776.426	-4
776.442	9
776.458	1
776.474	5
776.490	-5
776.506	6
776.522	1
776.537	4
776.553	2
776.569	4
776.585	1
776.601	6
776.617	-2
776.633	0
776.649	-2
776.665	0
776.680	-9
776.696	-6
776.712	2
776.728	-2
776.744	1
776.760	11
776.776	1
776.792	2
776.808	0
776.823	-1
776.839	-4
776.855	-5
776.871	-2
776.887	-1
776.903	0
776.919	6
776.934	8
776.950	2
776.966	6
776.982	-4
776.998	0
777.014	7
777.030	9
777.046	0
777.061	-5
777.077	8
777.093	-6
777.109	1
777.125	-2
777.141	6
777.157	-2
777.172	0
777.188	-2
777.204	6
777.220	6
777.236	-9
777.252	-4
777.267	3
777.283	1
777.299	-2
777.315	5
777.331	3
777.347	9
777.362	-1
777.378	1
777.394	-3
777.410	4
777.426	4
777.442	5
777.457	1
777.473	0
777.489	8
777.505	0
777.521	-6
777.537	-4
777.552	5
777.568	3
777.584	0
777.600	5
777.616	-5
777.632	-1
777.647	-4
777.663	-4
777.679	-1
777.695	-5
777.711	4
777.726	-6
777.742	1
777.758	-2
777.774	7
777.790	5
777.806	12
777.821	-4
777.837	-6
777.853	-3
777.869	1
777.885	9
777.900	-1
777.916	0
777.932	6
777.948	-5
777.964	-2
777.979	2
777.995	5
778.011	5
778.027	-4
778.042	-1
778.058	-2
778.074	6
778.090	6
778.106	-2
778.121	-4
778.137	2
778.153	0
778.169	11
778.185	-1
778.200	-4
778.216	2
778.232	1
778.248	1
778.263	-7
778.279	-4
778.295	-4
778.311	4
778.327	-1
778.342	-3
778.358	5
778.374	3
778.390	-2
778.405	-4
778.421	5
778.437	1
778.453	2
778.468	1
778.484	-5
778.500	-2
778.516	-1
778.531	4
778.547	8
778.563	4
778.579	6
778.594	12
778.610	2
778.626	0
778.642	0
778.658	0
778.673	-3
778.689	3
778.705	5
778.720	-3
778.736	5
778.752	1
778.768	1
778.783	-1
778.799	2
778.815	4
778.831	4
778.846	-2
778.862	7
778.878	-2
778.894	5
778.909	3
778.925	3
778.941	2
778.957	4
778.972	0
778.988	1
779.004	-1
779.019	1
779.035	-9
779.051	8
779.067	4
779.082	6
779.098	4
779.114	6
779.129	-5
779.145	5
779.161	5
779.177	6
779.192	3
779.208	6
779.224	3
779.239	8
779.255	-5
779.271	7
779.287	1
779.302	-1
779.318	5
779.334	1
779.349	1
779.365	-1
779.381	-6
779.396	4
779.412	-1
779.428	4
779.444	-6
779.459	3
779.475	1
